batteryMilliWatts,batteryMilliAmps,isBatteryInFloat,batteryVoltage,samplePeriodMilliSec,kalman_soc,SoC_LibreSolar
0.02525,0.192,1,13.119,5.0,10.0,10.0
0.02223,0.169,1,13.096,5.0,10.0,10.0
0.02005,0.153,1,13.087,5.0,10.0,10.0
0.02468,0.188,1,13.113,5.0,10.0,10.0
0.02979,0.226,1,13.164,5.0,10.0,10.0
0.03006,0.228,1,13.179,5.0,10.0,10.0
0.02978,0.225,1,13.179,5.0,10.0,10.0
0.0274,0.208,1,13.171,5.0,10.0,10.0
0.02633,0.199,1,13.171,5.0,10.0,10.0
0.02994,0.226,1,13.204,5.0,10.0,10.0
0.03153,0.238,1,13.226,5.0,10.0,10.0
0.03057,0.231,1,13.23,5.0,10.0,10.0
0.02507,0.19,1,13.187,5.0,10.0,10.0
0.01912,0.145,1,13.126,5.0,10.0,10.0
0.01442,0.11,1,13.078,5.0,10.0,10.0
0.01237,0.094,1,13.049,5.0,10.0,10.0
0.00942,0.072,1,13.014,5.0,9.9998,10.0
0.0063,0.048,1,12.981,5.0,9.9939,10.0
0.00399,0.03,1,12.946,5.0,9.9552,10.0
0.0018,0.013,1,12.917,5.0,9.9087,10.0
0.00076,0.005,1,12.891,5.0,9.8545,10.0
0.00099,0.007,1,12.881,5.0,9.8465,9.9
0.00063,0.004,1,12.876,5.0,9.8381,9.8
0.00023,0.001,1,12.87,5.0,9.8291,9.8
7e-05,0.0,1,12.863,5.0,9.8196,9.7
-0.00012,-0.001,1,12.857,5.0,9.8097,9.7
0.00034,0.002,1,12.852,5.0,9.7996,9.7
-0.00012,-0.001,1,12.848,5.0,9.7907,9.7
-0.00035,-0.002,1,12.845,5.0,9.7817,9.6
-0.00024,-0.001,1,12.841,5.0,9.7724,9.6
-0.00019,-0.001,1,12.839,5.0,9.763,9.6
-8e-05,0.0,1,12.838,5.0,9.7536,9.6
0.00089,0.006,1,12.834,5.0,9.7436,9.6
0.00063,0.004,1,12.831,5.0,9.7333,9.5
0.00043,0.003,1,12.834,5.0,9.7237,9.5
-0.0008,-0.006,1,12.826,5.0,9.7136,9.5
0.00037,0.002,1,12.828,5.0,9.7034,9.5
0.00034,0.002,1,12.825,5.0,9.6929,9.5
0.00033,0.002,1,12.825,5.0,9.6846,9.5
0.0001,0.0,1,12.824,5.0,9.6764,9.5
-5e-05,0.0,1,12.821,5.0,9.668,9.5
0.00027,0.002,1,12.82,5.0,9.6593,9.5
-0.11479,-0.919,1,12.484,5.0,9.7834,9.4
-0.1152,-0.922,1,12.492,5.0,9.7904,9.4
-0.09647,-0.77,1,12.514,5.0,9.7861,9.4
-0.0961,-0.767,1,12.516,5.0,9.7817,9.4
-0.10857,-0.869,1,12.491,5.0,9.7776,9.4
-0.09888,-0.79,1,12.501,5.0,9.7722,9.4
-0.10982,-0.879,1,12.491,5.0,9.7677,9.4
-0.07025,-0.56,1,12.539,5.0,9.7563,9.4
-0.08151,-0.651,1,12.52,5.0,9.7491,9.4
-0.08223,-0.657,1,12.514,5.0,9.7426,9.4
-0.08983,-0.718,1,12.499,5.0,9.7375,9.4
-0.09032,-0.723,1,12.488,5.0,9.7322,9.4
-0.10966,-0.879,1,12.468,5.0,9.7268,9.4
-0.09897,-0.794,1,12.465,5.0,9.7214,9.4
-0.10241,-0.821,1,12.459,5.0,9.7162,9.4
-0.09919,-0.796,1,12.449,5.0,9.7104,9.4
-0.09943,-0.798,1,12.446,5.0,9.7048,9.4
-0.0999,-0.802,1,12.452,5.0,9.7,9.4
-0.07106,-0.569,1,12.466,5.0,9.6846,9.4
-0.09857,-0.793,1,12.425,5.0,9.6795,9.4
-0.09857,-0.793,1,12.425,5.0,9.6745,9.4
-0.09838,-0.792,1,12.417,5.0,9.6693,9.4
-0.07613,-0.611,1,12.453,5.0,9.6582,9.4
-0.07008,-0.562,1,12.459,5.0,9.6454,9.4
-0.07049,-0.565,1,12.458,5.0,9.635,9.4
-0.06993,-0.561,1,12.45,5.0,9.6252,9.4
-0.06946,-0.558,1,12.445,5.0,9.6163,9.4
-0.07009,-0.563,1,12.438,5.0,9.6085,9.4
-0.06983,-0.561,1,12.431,5.0,9.6011,9.4
-0.06971,-0.56,1,12.43,5.0,9.5954,9.4
-0.06989,-0.562,1,12.424,5.0,9.5899,9.4
-0.06973,-0.561,1,12.423,5.0,9.5848,9.4
-0.06988,-0.562,1,12.418,5.0,9.5798,9.4
-0.0698,-0.562,1,12.418,5.0,9.5751,9.4
-0.04148,-0.333,1,12.442,5.0,9.5355,9.4
-0.06873,-0.554,1,12.405,5.0,9.5313,9.4
-0.06903,-0.556,1,12.399,5.0,9.527,9.4
-0.06945,-0.56,1,12.399,5.0,9.523,9.4
-0.06918,-0.558,1,12.392,5.0,9.5187,9.4
-0.06917,-0.558,1,12.39,5.0,9.5145,9.4
-0.06946,-0.56,1,12.386,5.0,9.5103,9.4
-0.03921,-0.315,1,12.416,5.0,9.461,9.4
-0.06921,-0.559,1,12.379,5.0,9.4615,9.4
-0.06884,-0.556,1,12.373,5.0,9.4578,9.4
-0.06877,-0.556,1,12.368,5.0,9.4526,9.4
-0.06899,-0.557,1,12.369,5.0,9.4485,9.4
-0.06839,-0.553,1,12.364,5.0,9.4427,9.4
-0.06868,-0.555,1,12.357,5.0,9.4368,9.4
-0.06801,-0.55,1,12.358,5.0,9.431,9.4
-0.06778,-0.548,1,12.349,5.0,9.4243,9.4
-0.06883,-0.557,1,12.345,5.0,9.4191,9.4
-0.06823,-0.552,1,12.339,5.0,9.4132,9.4
-0.06787,-0.55,1,12.337,5.0,9.4074,9.4
-0.06873,-0.557,1,12.336,5.0,9.4028,9.4
-0.0681,-0.552,1,12.331,5.0,9.4019,9.4
-0.06791,-0.55,1,12.326,5.0,9.4016,9.4
-0.06731,-0.546,1,12.328,5.0,9.4004,9.4
-0.06777,-0.549,1,12.324,5.0,9.3985,9.4
-0.03734,-0.302,1,12.347,5.0,9.3466,9.4
-0.06716,-0.545,1,12.313,5.0,9.3438,9.4
-0.06671,-0.541,1,12.311,5.0,9.3412,9.4
-0.06618,-0.537,1,12.308,5.0,9.3386,9.4
-0.06658,-0.541,1,12.304,5.0,9.3357,9.4
-0.06659,-0.541,1,12.3,5.0,9.3326,9.4
-0.06605,-0.537,1,12.294,5.0,9.3292,9.4
-0.06615,-0.538,1,12.287,5.0,9.3256,9.4
-0.06581,-0.535,1,12.287,5.0,9.3218,9.4
-0.0634,-0.516,1,12.286,5.0,9.3166,9.4
-0.06128,-0.498,1,12.283,5.0,9.3096,9.4
-0.05897,-0.48,1,12.285,5.0,9.3008,9.4
-0.05591,-0.455,1,12.286,5.0,9.2903,9.4
-0.05348,-0.435,1,12.29,5.0,9.2777,9.4
-0.05173,-0.421,1,12.287,5.0,9.2632,9.4
-0.05071,-0.412,1,12.289,5.0,9.2492,9.4
-0.05936,-0.483,1,12.283,5.0,9.2464,9.4
-0.04689,-0.381,1,12.29,5.0,9.2246,9.4
-0.0459,-0.373,1,12.29,5.0,9.2034,9.4
-0.04489,-0.365,1,12.291,5.0,9.1828,9.4
-0.0536,-0.436,1,12.271,5.0,9.1795,9.4
-0.0454,-0.369,1,12.28,5.0,9.164,9.4
-0.04156,-0.338,1,12.287,5.0,9.1407,9.4
-0.0409,-0.332,1,12.283,5.0,9.1177,9.4
-0.04062,-0.33,1,12.282,5.0,9.0969,9.4
-0.03994,-0.325,1,12.283,5.0,9.0798,9.4
-0.03975,-0.323,1,12.28,5.0,9.0639,9.4
-0.04375,-0.356,1,12.264,5.0,9.0571,9.4
-0.03582,-0.291,1,12.286,5.0,9.032,9.4
-0.03605,-0.293,1,12.28,5.0,9.0096,9.4
-0.03624,-0.295,1,12.276,5.0,8.99,9.4
-0.02507,-0.204,1,12.286,5.0,8.835,9.4
-0.02107,-0.171,1,12.316,5.0,8.7628,6.6
-0.02046,-0.166,1,12.316,5.0,8.6986,6.1
-0.02038,-0.165,1,12.316,5.0,8.6451,6.1
-0.01984,-0.161,1,12.314,5.0,8.5925,6.1
-0.0204,-0.165,1,12.31,5.0,8.5511,6.1
-0.02069,-0.168,1,12.312,5.0,8.5156,6.1
-0.02024,-0.164,1,12.306,5.0,8.479,6.0
-0.01991,-0.161,1,12.306,5.0,8.3989,6.0
-0.02024,-0.164,1,12.304,5.0,8.3772,6.0
-0.02024,-0.164,1,12.302,5.0,8.3567,6.0
-0.01985,-0.161,1,12.3,5.0,8.3357,6.0
-0.02029,-0.165,1,12.299,5.0,8.3178,6.0
-0.01993,-0.162,1,12.295,5.0,8.299,6.0
-0.01981,-0.161,1,12.291,5.0,8.283,6.0
-0.02012,-0.163,1,12.291,5.0,8.2692,5.9
-0.02037,-0.165,1,12.29,5.0,8.257,5.9
-0.01946,-0.158,1,12.288,5.0,8.242,5.9
-0.01967,-0.16,1,12.288,5.0,8.2288,5.9
-0.0201,-0.163,1,12.284,5.0,8.2171,5.9
-0.02007,-0.163,1,12.282,5.0,8.2057,5.9
-0.01992,-0.162,1,12.283,5.0,8.1947,5.9
-0.02002,-0.163,1,12.281,5.0,8.1867,5.9
-0.01981,-0.161,1,12.28,5.0,8.1784,5.9
-0.01963,-0.159,1,12.278,5.0,8.1697,5.9
-0.01947,-0.158,1,12.274,5.0,8.1602,5.8
-0.01968,-0.16,1,12.273,5.0,8.1518,5.8
-0.0194,-0.158,1,12.27,5.0,8.1424,5.8
-0.01988,-0.162,1,12.27,5.0,8.135,5.8
-0.02007,-0.163,1,12.271,5.0,8.1287,5.8
-0.0197,-0.16,1,12.265,5.0,8.1207,5.8
-0.01971,-0.16,1,12.265,5.0,8.1132,5.8
-0.01915,-0.156,1,12.264,5.0,8.1041,5.8
-0.01926,-0.157,1,12.262,5.0,8.0955,5.7
-0.01983,-0.161,1,12.262,5.0,8.0912,5.7
-0.01955,-0.159,1,12.26,5.0,8.0861,5.7
-0.02805,-0.229,1,12.239,5.0,8.0805,5.7
-0.03194,-0.261,1,12.228,5.0,8.0661,5.7
-0.03308,-0.27,1,12.218,5.0,8.054,5.7
-0.03133,-0.256,1,12.22,5.0,8.0495,5.7
-0.00447,-0.036,1,12.281,5.0,7.9309,5.7
0.00747,0.06,1,12.366,5.0,7.6933,6.2
0.00978,0.078,1,12.385,5.0,7.6122,6.4
0.01085,0.087,1,12.401,5.0,7.5548,6.5
0.01317,0.106,1,12.422,5.0,7.5169,6.7
0.01395,0.112,1,12.438,5.0,7.4914,6.8
0.01646,0.132,1,12.461,5.0,7.4576,6.9
-0.00044,-0.003,1,12.403,5.0,7.4604,6.9
0.00676,0.054,1,12.404,5.0,7.4346,6.7
0.0305,0.243,1,12.522,5.0,7.4043,6.7
0.02959,0.235,1,12.559,5.0,7.4008,6.8
0.04481,0.354,1,12.643,5.0,7.4003,6.8
0.04922,0.388,1,12.685,5.0,7.4037,6.8
0.05477,0.43,1,12.715,5.0,7.4066,6.8
0.06005,0.471,1,12.748,5.0,7.4096,6.8
0.06414,0.502,1,12.771,5.0,7.4127,6.8
0.06782,0.53,1,12.794,5.0,7.4158,6.8
0.07351,0.573,1,12.816,5.0,7.4197,6.8
0.07873,0.613,1,12.837,5.0,7.4244,6.8
0.08662,0.673,1,12.857,5.0,7.4319,6.8
0.09122,0.708,1,12.88,5.0,7.4387,6.8
0.05999,0.468,1,12.805,5.0,7.4554,6.8
0.07155,0.557,1,12.837,5.0,7.4611,6.8
0.07649,0.595,1,12.853,5.0,7.4652,6.8
0.08157,0.633,1,12.876,5.0,7.4691,6.8
0.09222,0.714,1,12.905,5.0,7.4755,6.8
0.09199,0.712,1,12.917,5.0,7.4802,6.8
0.13137,1.012,1,12.971,5.0,7.5256,6.8
0.12421,0.958,1,12.961,5.0,7.5676,6.8
0.1111,0.855,1,12.983,5.0,7.5635,6.8
0.11833,0.909,1,13.007,5.0,7.5666,6.8
0.1524,1.166,1,13.069,5.0,7.5917,6.8
0.15891,1.213,1,13.099,5.0,7.6053,6.8
0.13588,1.038,1,13.084,5.0,7.611,6.8
0.1381,1.053,1,13.105,5.0,7.6173,6.8
0.14422,1.098,1,13.131,5.0,7.6241,6.8
0.14179,1.079,1,13.14,5.0,7.6313,6.8
0.14821,1.125,1,13.167,5.0,7.6385,6.8
0.15471,1.172,1,13.197,5.0,7.646,6.8
0.15532,1.175,1,13.218,5.0,7.6537,6.8
0.19257,1.449,1,13.287,5.0,7.6675,6.8
0.16474,1.241,1,13.271,5.0,7.6771,6.8
0.16499,1.24,1,13.306,5.0,7.6868,6.8
0.17006,1.277,1,13.313,5.0,7.6954,6.8
0.1704,1.277,1,13.334,5.0,7.704,6.8
0.19608,1.464,1,13.392,5.0,7.715,6.8
0.17907,1.335,1,13.405,5.0,7.7251,6.8
0.21318,1.578,1,13.503,5.0,7.7367,6.8
0.18661,1.384,1,13.483,5.0,7.7487,6.8
0.23001,1.684,1,13.651,5.0,7.7602,6.8
0.22803,1.665,1,13.689,5.0,7.771,6.8
0.21274,1.549,1,13.728,5.0,7.7847,6.8
0.23804,1.715,1,13.876,5.0,7.7952,6.8
0.21578,1.552,1,13.901,5.0,7.811,6.8
0.21478,1.534,1,13.996,5.0,7.826,6.8
0.19397,1.392,1,13.926,5.0,7.8446,6.8
0.19383,1.378,1,14.063,5.0,7.8627,6.8
0.17346,1.261,3,13.755,5.0,7.8697,6.8
0.1353,0.979,3,13.808,5.0,7.9244,6.8
0.12615,0.911,3,13.832,5.0,10.0,6.8
0.13841,0.998,3,13.868,5.0,10.0,6.8
0.11867,0.862,3,13.755,5.0,10.0,6.8
0.11302,0.821,3,13.752,5.0,10.0,6.8
0.12175,0.876,3,13.893,5.0,10.0,6.8
0.11236,0.811,3,13.84,5.0,10.0,6.8
0.08051,0.584,3,13.765,5.0,10.0,6.8
0.09377,0.678,3,13.811,5.0,10.0,6.8
0.08441,0.626,3,13.477,5.0,9.9999,6.8
0.07365,0.533,3,13.817,5.0,10.0,6.8
0.07441,0.54,3,13.756,5.0,10.0,6.8
0.07118,0.517,3,13.765,5.0,10.0,6.8
0.06957,0.505,3,13.753,5.0,10.0,6.8
0.06843,0.494,3,13.828,5.0,10.0,6.8
0.06199,0.45,3,13.775,5.0,10.0,6.8
0.05541,0.403,3,13.749,5.0,10.0,6.8
0.06193,0.453,3,13.65,5.0,10.0,6.8
0.05219,0.379,3,13.746,5.0,10.0,6.8
0.04989,0.363,3,13.74,5.0,10.0,6.8
0.04807,0.35,3,13.73,5.0,10.0,6.8
0.04833,0.35,3,13.779,5.0,10.0,6.8
0.0444,0.323,3,13.73,5.0,10.0,6.8
0.05102,0.372,3,13.7,5.0,10.0,7.0
0.04183,0.304,3,13.726,5.0,10.0,7.1
0.04123,0.3,3,13.729,5.0,10.0,7.2
0.05436,0.396,3,13.699,5.0,10.0,7.2
0.0398,0.288,3,13.787,5.0,10.0,7.3
0.03157,0.23,3,13.707,5.0,10.0,7.3
0.04479,0.326,3,13.72,5.0,10.0,8.0
0.03734,0.271,3,13.756,5.0,10.0,8.1
0.03666,0.267,3,13.719,5.0,10.0,8.2
0.03888,0.287,3,13.509,5.0,10.0,10.0
0.03522,0.255,3,13.763,5.0,10.0,10.0
0.03474,0.252,3,13.735,5.0,10.0,10.0
0.03484,0.252,3,13.791,5.0,10.0,10.0
0.03324,0.242,3,13.707,5.0,10.0,10.0
0.04066,0.294,3,13.802,5.0,10.0,10.0
0.03532,0.256,3,13.786,5.0,10.0,10.0
0.03319,0.241,3,13.763,5.0,10.0,10.0
0.03682,0.268,3,13.707,5.0,10.0,10.0
0.02896,0.21,3,13.755,5.0,10.0,10.0
0.03121,0.226,3,13.76,5.0,10.0,10.0
0.03314,0.241,3,13.712,5.0,10.0,10.0
0.03514,0.255,3,13.76,5.0,10.0,10.0
0.03334,0.243,3,13.676,5.0,10.0,10.0
-0.01462,-0.108,3,13.52,5.0,10.0,10.0
0.04068,0.301,3,13.513,5.0,10.0,10.0
-0.0003,-0.002,3,13.669,5.0,10.0,10.0
0.00053,0.003,3,13.611,5.0,10.0,10.0
-0.0236,-0.171,3,13.762,5.0,10.0,10.0
-0.01225,-0.09,3,13.532,5.0,10.0,10.0
0.0064,0.047,3,13.597,5.0,10.0,10.0
-0.01239,-0.091,3,13.504,5.0,10.0,10.0
0.00014,0.001,3,13.504,5.0,10.0,10.0
-0.00553,-0.04,3,13.499,5.0,10.0,10.0
-0.00342,-0.025,3,13.499,5.0,10.0,10.0
-0.00729,-0.054,3,13.5,5.0,10.0,10.0
0.00702,0.051,3,13.512,5.0,10.0,10.0
0.01424,0.105,3,13.496,5.0,10.0,10.0
0.00498,0.036,3,13.499,5.0,10.0,10.0
1e-05,0.0,3,13.498,5.0,10.0,10.0
-0.00966,-0.071,3,13.496,5.0,10.0,10.0
-0.00847,-0.062,3,13.514,5.0,10.0,10.0
-0.00934,-0.069,3,13.499,5.0,10.0,10.0
0.00099,0.007,3,13.501,5.0,10.0,10.0
-0.01407,-0.104,3,13.503,5.0,10.0,10.0
-0.01857,-0.137,3,13.517,5.0,10.0,10.0
0.00126,0.009,3,13.508,5.0,10.0,10.0
0.01353,0.1,3,13.506,5.0,10.0,10.0
0.00179,0.013,3,13.495,5.0,10.0,10.0
-0.00904,-0.067,3,13.499,5.0,10.0,10.0
-0.00315,-0.023,3,13.498,5.0,10.0,10.0
-0.00969,-0.071,3,13.498,5.0,10.0,10.0
-0.00351,-0.026,1,13.013,5.0,10.0,10.0
-0.00349,-0.026,1,12.96,5.0,10.0,10.0
-0.00085,-0.006,1,12.963,5.0,10.0,10.0
-0.00093,-0.007,1,12.95,5.0,10.0,10.0
-0.00119,-0.009,1,12.941,5.0,10.0,10.0
-0.00162,-0.012,1,12.922,5.0,10.0,10.0
-0.00231,-0.017,1,12.91,5.0,10.0,10.0
-0.00257,-0.019,1,12.904,5.0,10.0,10.0
-0.00337,-0.026,1,12.901,5.0,10.0,10.0
-0.0001,0.0,1,12.921,5.0,10.0,10.0
8e-05,0.0,1,12.92,5.0,10.0,10.0
0.00035,0.002,1,12.915,5.0,10.0,10.0
0.00032,0.002,1,12.917,5.0,10.0,10.0
-0.00075,-0.005,1,12.912,5.0,10.0,10.0
0.00013,0.001,1,12.906,5.0,10.0,10.0
0.00016,0.001,1,12.908,5.0,10.0,9.9
0.00069,0.005,1,12.909,5.0,10.0,9.9
0.00056,0.004,1,12.907,5.0,10.0,9.9
0.00036,0.002,1,12.905,5.0,10.0,9.9
-0.00058,-0.004,1,12.895,5.0,10.0,9.9
-0.00013,-0.001,1,12.899,5.0,10.0,9.9
0.00046,0.003,1,12.894,5.0,10.0,9.9
6e-05,0.0,1,12.893,5.0,10.0,9.9
-0.00037,-0.002,1,12.894,5.0,10.0,9.9
-0.06215,-0.491,1,12.638,5.0,10.0,9.8
-0.05743,-0.453,1,12.653,5.0,10.0,9.8
-0.05983,-0.472,1,12.653,5.0,10.0,9.8
-0.0553,-0.436,1,12.655,5.0,10.0,9.8
-0.05513,-0.435,1,12.655,5.0,10.0,9.8
-0.05549,-0.438,1,12.656,5.0,10.0,9.8
-0.10603,-0.845,1,12.545,5.0,9.9233,9.8
-0.10749,-0.857,1,12.541,5.0,9.8948,9.8
-0.0676,-0.537,1,12.584,5.0,9.8797,9.8
-0.06757,-0.537,1,12.579,5.0,9.8705,9.8
-0.10585,-0.844,1,12.532,5.0,9.8207,9.8
-0.10461,-0.834,1,12.53,5.0,9.7991,9.8
-0.11418,-0.913,1,12.503,5.0,9.7834,9.8
-0.1165,-0.932,1,12.5,5.0,9.7734,9.8
-0.116,-0.928,1,12.495,5.0,9.7664,9.8
-0.08602,-0.687,1,12.517,5.0,9.7632,9.8
-0.08591,-0.686,1,12.511,5.0,9.7591,9.8
-0.08563,-0.684,1,12.503,5.0,9.7543,9.8
-0.12328,-0.989,1,12.462,5.0,9.7495,9.8
-0.12416,-0.996,1,12.455,5.0,9.7443,9.8
-0.12437,-0.999,1,12.447,5.0,9.7387,9.8
-0.12498,-1.004,1,12.437,5.0,9.7327,9.8
-0.12454,-1.001,1,12.433,5.0,9.7265,9.8
-0.09372,-0.752,1,12.461,5.0,9.7183,9.8
-0.12279,-0.988,1,12.422,5.0,9.7124,9.8
-0.12242,-0.986,1,12.413,5.0,9.7062,9.8
-0.13082,-1.055,1,12.396,5.0,9.7003,9.8
-0.13168,-1.062,1,12.39,5.0,9.6941,9.8
-0.13202,-1.066,1,12.383,5.0,9.6877,9.8
-0.13243,-1.069,1,12.377,5.0,9.6811,9.8
-0.13228,-1.069,1,12.372,5.0,9.6744,9.8
-0.10246,-0.826,1,12.393,5.0,9.6637,9.8
-0.12988,-1.051,1,12.357,5.0,9.6573,9.8
-0.13049,-1.056,1,12.351,5.0,9.6508,9.8
-0.1297,-1.05,1,12.344,5.0,9.6441,9.8
-0.13842,-1.123,1,12.323,5.0,9.6374,9.8
-0.12896,-1.045,1,12.331,5.0,9.6303,9.8
-0.12938,-1.049,1,12.323,5.0,9.6232,9.8
-0.09292,-0.751,1,12.358,5.0,9.6067,9.8
-0.12746,-1.034,1,12.316,5.0,9.6005,9.8
-0.22496,-1.847,1,12.174,5.0,9.5682,9.8
-0.19905,-1.633,1,12.183,5.0,9.5582,9.8
-0.20869,-1.715,1,12.168,5.0,9.5478,9.8
-0.18971,-1.557,1,12.178,5.0,9.5376,9.8
-0.198,-1.628,1,12.156,5.0,9.5277,9.8
-0.19733,-1.625,1,12.141,5.0,9.5176,9.8
-0.18927,-1.559,1,12.141,5.0,9.5073,9.8
-0.18849,-1.553,1,12.129,5.0,9.4892,9.8
-0.1872,-1.544,1,12.119,5.0,9.4738,9.8
-0.19347,-1.599,1,12.096,5.0,9.4626,9.8
-0.18226,-1.506,1,12.099,5.0,9.4488,9.8
-0.17942,-1.484,1,12.089,5.0,9.4363,9.8
-0.18576,-1.539,1,12.069,5.0,9.4265,9.8
-0.1846,-1.53,1,12.058,5.0,9.4166,9.8
-0.09725,-0.798,1,12.175,5.0,9.2987,9.8
-0.09248,-0.759,1,12.172,5.0,9.3182,9.8
-0.08158,-0.669,1,12.189,5.0,9.3188,9.8
-0.09182,-0.754,1,12.164,5.0,9.3219,9.8
-0.0905,-0.744,1,12.16,5.0,9.3202,9.8
-0.0902,-0.742,1,12.155,5.0,9.3163,9.8
-0.07907,-0.65,1,12.165,5.0,9.3048,9.8
-0.07731,-0.635,1,12.164,5.0,9.2934,9.8
-0.0766,-0.629,1,12.163,5.0,9.2839,9.8
-0.08436,-0.694,1,12.143,5.0,9.2789,9.8
-0.07548,-0.621,1,12.154,5.0,9.2694,9.8
-0.07495,-0.616,1,12.154,5.0,9.2609,9.8
-0.06542,-0.537,1,12.165,5.0,9.2436,9.8
-0.06562,-0.539,1,12.162,5.0,9.2296,9.8
-0.06467,-0.532,1,12.155,5.0,9.2162,9.8
-0.06386,-0.525,1,12.152,5.0,9.2038,9.8
-0.06317,-0.519,1,12.151,5.0,9.1925,9.8
-0.06226,-0.512,1,12.151,5.0,9.1832,9.8
-0.06145,-0.505,1,12.145,5.0,9.1737,9.8
-0.0701,-0.578,1,12.124,5.0,9.1703,9.8
-0.06933,-0.572,1,12.118,5.0,9.1664,9.8
-0.06962,-0.574,1,12.111,5.0,9.1624,9.8
-0.06949,-0.574,1,12.106,5.0,9.1583,9.8
-0.06856,-0.566,1,12.105,5.0,9.1537,9.8
-0.05656,-0.466,1,12.123,5.0,9.1343,9.8
-0.05575,-0.46,1,12.113,5.0,9.1151,9.8
-0.05573,-0.459,1,12.116,5.0,9.0997,9.8
-0.0556,-0.459,1,12.111,5.0,9.0876,9.8
-0.05493,-0.453,1,12.102,5.0,9.0752,9.8
-0.06417,-0.531,1,12.083,5.0,9.0722,9.8
-0.05421,-0.448,1,12.099,5.0,9.0594,9.8
-0.05425,-0.448,1,12.095,5.0,9.0482,9.8
-0.05724,-0.473,1,12.089,5.0,9.0425,9.8
-0.06254,-0.518,1,12.07,5.0,9.0395,9.8
-0.05392,-0.446,1,12.08,5.0,9.0278,9.8
-0.06267,-0.519,1,12.057,5.0,9.0248,9.8
-0.06199,-0.514,1,12.052,5.0,9.0215,9.8
-0.05399,-0.447,1,12.062,5.0,9.0085,9.8
-0.05271,-0.437,1,12.059,5.0,8.9943,9.8
-0.05329,-0.442,1,12.054,5.0,8.9527,9.8
-0.06059,-0.503,1,12.023,5.0,8.9476,9.8
-0.05326,-0.442,1,12.034,5.0,8.9083,9.8
-0.05191,-0.431,1,12.027,5.0,8.8654,9.8
-0.05151,-0.428,1,12.019,5.0,8.8734,9.8
-0.05164,-0.429,1,12.013,5.0,8.8781,9.8
-0.05191,-0.432,1,12.004,5.0,8.8806,9.8
-0.05143,-0.428,1,11.991,5.0,8.8815,9.8
-0.05845,-0.488,1,11.97,5.0,8.878,9.8
-0.05073,-0.423,1,11.977,5.0,8.8741,9.8
-0.05046,-0.421,1,11.963,5.0,8.869,9.8
-0.04972,-0.415,1,11.953,5.0,8.862,9.8
-0.04998,-0.418,1,11.941,5.0,8.8552,9.8
-0.04926,-0.413,1,11.927,5.0,8.8464,9.8
-0.05517,-0.463,1,11.897,5.0,8.8446,9.8
-0.05484,-0.461,1,11.871,5.0,8.8422,9.8
-0.05327,-0.449,1,11.851,5.0,8.8368,9.8
-0.05177,-0.438,1,11.807,5.0,8.8258,9.8
-0.04613,-0.398,1,11.584,5.0,8.759,9.8
-0.03728,-0.329,1,11.307,5.0,8.5303,9.8
-0.03422,-0.305,1,11.199,5.0,8.2543,9.8
-0.03201,-0.287,1,11.134,5.0,7.9648,9.8
0.00052,0.004,1,11.951,5.0,7.3427,8.6
0.0,0.0,1,11.917,5.0,7.1184,3.8
0.0,0.0,1,11.918,5.0,6.9553,3.3
0.00021,0.001,1,11.924,5.0,6.6867,3.3
-8e-05,0.0,1,11.931,5.0,6.6145,3.4
9e-05,0.0,1,11.935,5.0,6.5529,3.4
-0.00021,-0.001,1,11.94,5.0,6.5048,3.5
0.00058,0.004,1,11.946,5.0,6.461,3.5
-0.00027,-0.002,1,11.948,5.0,6.3551,3.5
0.00013,0.001,1,11.948,5.0,6.3308,3.5
-0.00012,-0.001,1,11.945,5.0,6.3081,3.5
0.00024,0.002,1,11.947,5.0,6.2865,3.5
-2e-05,0.0,1,11.947,5.0,6.269,3.5
0.00062,0.005,1,11.949,5.0,6.2516,3.5
0.00023,0.001,1,11.947,5.0,6.2354,3.5
0.00129,0.01,1,11.97,5.0,6.2222,3.6
0.00361,0.03,1,11.998,5.0,6.2109,3.8
0.00448,0.037,1,12.038,5.0,6.2061,4.0
0.00574,0.047,1,12.062,5.0,6.2039,4.2
0.00621,0.051,1,12.08,5.0,6.2043,4.4
0.00686,0.056,1,12.099,5.0,6.2071,4.5
0.00698,0.057,1,12.121,5.0,6.2134,4.7
0.00907,0.074,1,12.164,5.0,6.2235,4.9
0.00883,0.072,1,12.187,5.0,6.2374,5.1
0.00952,0.077,1,12.218,5.0,6.2545,5.3
0.01214,0.098,1,12.278,5.0,6.2754,5.6
-0.02673,-0.224,1,11.89,5.0,6.3035,5.8
-0.02049,-0.18,1,11.347,5.0,6.1968,1.2
-0.02093,-0.185,1,11.263,5.0,6.1,0.0
-0.02059,-0.182,1,11.261,5.0,6.02,0.0
0.00678,0.056,1,12.046,5.0,6.0115,3.4
0.00601,0.049,1,12.086,5.0,6.0144,4.3
0.00613,0.05,1,12.084,5.0,6.0163,4.4
0.00492,0.04,1,12.095,5.0,6.0243,4.5
0.00579,0.047,1,12.105,5.0,6.0313,4.6
0.00716,0.059,1,12.145,5.0,6.0419,4.7
0.00841,0.069,1,12.188,5.0,6.0567,5.0
0.01022,0.083,1,12.239,5.0,6.075,5.4
0.01185,0.096,1,12.286,5.0,6.0959,5.7
0.01323,0.107,1,12.347,5.0,6.1219,6.1
