batteryMilliWatts,batteryMilliAmps,isBatteryInFloat,batteryVoltage,samplePeriodMilliSec,kalman_soc,SoC_LibreSolar
0.01575,0.126,1,12.404,5.0,6.1451,6.5
0.01737,0.139,1,12.454,5.0,6.1688,6.8
0.01911,0.153,1,12.473,5.0,6.1873,7.0
0.02244,0.179,1,12.504,5.0,6.1983,7.2
-0.05712,-0.445,1,12.821,5.0,6.7357,7.4
0.02783,0.221,1,12.545,5.0,6.7891,7.5
0.03707,0.294,1,12.589,5.0,6.8276,7.5
0.03237,0.257,1,12.568,5.0,6.8594,7.5
0.02335,0.186,1,12.509,5.0,6.8918,7.5
0.00334,0.026,1,12.404,5.0,6.942,7.0
0.00693,0.055,1,12.456,5.0,7.1157,6.8
0.00959,0.077,1,12.43,5.0,7.1455,7.0
0.00857,0.069,1,12.407,5.0,7.1723,6.7
0.01193,0.096,1,12.412,5.0,7.1934,6.7
0.01005,0.081,1,12.406,5.0,7.2162,6.7
0.00454,0.036,1,12.372,5.0,7.2397,6.5
0.30174,2.413,1,12.502,5.0,7.3647,6.3
-0.00031,-0.002,1,12.374,5.0,7.393,6.4
0.00083,0.006,1,12.328,5.0,7.4095,6.2
-0.00023,-0.001,1,12.326,5.0,7.453,6.2
0.00041,0.003,1,12.316,5.0,7.4883,6.2
-0.00042,-0.003,1,12.321,5.0,7.5277,6.2
-0.08403,-0.671,1,12.516,5.0,7.5617,6.2
0.00112,0.009,1,12.328,5.0,7.5676,6.2
0.00628,0.05,1,12.35,5.0,7.5772,6.2
0.02156,0.173,1,12.423,5.0,7.5989,6.4
0.0255,0.204,1,12.499,5.0,7.6283,6.9
0.02821,0.225,1,12.508,5.0,7.6559,7.1
0.02966,0.236,1,12.517,5.0,7.6814,7.1
0.02668,0.213,1,12.509,5.0,7.7041,7.1
0.02705,0.216,1,12.51,5.0,7.723,7.1
0.03043,0.242,1,12.525,5.0,7.7407,7.2
0.03067,0.244,1,12.531,5.0,7.7572,7.2
0.04716,0.364,1,12.935,5.0,7.7967,7.8
0.39107,3.025,1,12.927,5.0,7.8723,8.4
0.35506,2.733,1,12.99,5.0,7.8894,8.8
0.03193,0.253,1,12.613,5.0,7.9283,9.1
0.03088,0.245,1,12.584,5.0,8.0327,9.0
0.03057,0.243,1,12.572,5.0,8.0524,9.0
0.03154,0.25,1,12.571,5.0,8.0705,9.0
0.02919,0.232,1,12.561,5.0,8.0868,9.0
0.03259,0.258,1,12.598,5.0,8.1061,9.2
0.03914,0.31,1,12.601,5.0,8.1192,9.2
0.04175,0.331,1,12.61,5.0,8.1308,9.2
0.38832,3.014,1,12.881,5.0,8.1837,9.3
-0.00485,-0.037,1,12.861,5.0,8.2833,9.4
0.03441,0.271,1,12.667,5.0,8.3183,9.5
0.03169,0.251,1,12.622,5.0,8.3404,9.4
-0.00197,-0.015,1,12.522,5.0,8.3503,8.1
0.00883,0.07,1,12.495,5.0,8.3509,7.4
0.01362,0.108,1,12.521,5.0,8.3559,7.3
0.0419,0.332,1,12.612,5.0,8.3701,7.3
-0.04654,-0.351,1,13.237,5.0,8.5763,7.6
0.04948,0.384,1,12.861,5.0,8.644,8.2
-0.06673,-0.504,1,13.223,5.0,8.7907,8.7
0.06441,0.503,1,12.783,5.0,8.8577,9.0
0.07214,0.563,1,12.793,5.0,8.9004,9.0
0.08028,0.626,1,12.808,5.0,9.0219,9.0
-0.04456,-0.333,1,13.36,5.0,9.2688,9.4
0.09105,0.677,1,13.445,5.0,9.2621,10.0
0.07772,0.582,1,13.345,5.0,9.2805,10.0
0.24254,1.82,1,13.321,5.0,9.3042,10.0
0.06361,0.494,1,12.87,5.0,9.3046,10.0
0.06862,0.529,1,12.958,5.0,9.3157,10.0
0.44659,3.236,1,13.799,5.0,9.3467,10.0
0.41089,2.999,1,13.699,5.0,9.367,10.0
0.51036,3.689,1,13.832,5.0,9.3935,10.0
0.42126,2.989,1,14.092,5.0,9.4981,10.0
0.00041,0.003,0,13.465,5.0,10.0,10.0
0.4616,3.244,1,14.228,5.0,10.0,10.0
0.17037,1.198,2,14.211,5.0,10.0,10.0
0.38617,2.713,2,14.233,5.0,10.0,10.0
0.41545,2.933,2,14.16,5.0,10.0,10.0
0.31189,2.2,2,14.171,5.0,10.0,10.0
-0.05539,-0.389,2,14.207,5.0,10.0,10.0
0.47005,3.296,2,14.26,5.0,10.0,10.0
0.05726,0.434,1,13.178,5.0,10.0,10.0
0.07368,0.556,3,13.237,5.0,10.0,10.0
0.06866,0.519,3,13.222,5.0,10.0,10.0
0.05954,0.451,1,13.187,5.0,10.0,10.0
0.07604,0.573,3,13.263,5.0,10.0,10.0
0.08263,0.62,3,13.314,5.0,10.0,10.0
0.07063,0.531,3,13.288,5.0,10.0,10.0
0.05973,0.45,3,13.253,5.0,10.0,10.0
0.05494,0.415,3,13.217,5.0,10.0,10.0
0.05612,0.424,3,13.232,5.0,10.0,10.0
0.05878,0.443,3,13.25,5.0,10.0,10.0
0.06371,0.479,3,13.286,5.0,10.0,10.0
0.06362,0.475,3,13.368,5.0,10.0,10.0
0.05285,0.398,3,13.255,5.0,10.0,10.0
0.0454,0.343,3,13.227,5.0,10.0,10.0
0.04235,0.32,3,13.214,5.0,10.0,10.0
0.03467,0.263,1,13.175,5.0,10.0,10.0
0.02421,0.182,3,13.296,5.0,10.0,10.0
0.03068,0.233,1,13.155,5.0,10.0,10.0
0.02971,0.225,1,13.155,5.0,10.0,10.0
0.02522,0.192,1,13.125,5.0,10.0,10.0
0.01952,0.148,1,13.151,5.0,10.0,10.0
0.0114,0.087,1,13.057,5.0,10.0,10.0
0.00948,0.072,1,13.002,5.0,10.0,10.0
-0.07016,-0.513,1,13.672,5.0,10.0,10.0
0.01989,0.151,1,13.156,5.0,10.0,10.0
0.01848,0.141,1,13.099,5.0,10.0,10.0
0.01638,0.125,1,13.073,5.0,10.0,10.0
-0.12165,-0.889,1,13.68,5.0,10.0,10.0
0.28779,2.11,1,13.639,5.0,10.0,10.0
0.01297,0.098,1,13.114,5.0,10.0,10.0
0.01096,0.084,1,13.049,5.0,10.0,10.0
0.00808,0.062,1,13.017,5.0,10.0,10.0
0.00816,0.062,1,13.053,5.0,10.0,10.0
0.00687,0.052,1,13.052,5.0,10.0,10.0
0.0038,0.029,1,12.981,5.0,9.9913,10.0
0.00318,0.024,1,12.965,5.0,10.0,10.0
0.00222,0.017,1,12.946,5.0,10.0,10.0
0.00169,0.013,1,12.925,5.0,10.0,10.0
0.00112,0.008,1,12.914,5.0,10.0,10.0
0.00096,0.007,1,12.901,5.0,10.0,10.0
0.00032,0.002,1,12.895,5.0,10.0,10.0
0.00043,0.003,1,12.888,5.0,10.0,9.9
0.0,0.0,1,12.887,5.0,10.0,9.9
-0.00014,-0.001,1,12.883,5.0,10.0,9.9
0.00122,0.009,1,12.878,5.0,10.0,9.9
0.00026,0.002,1,12.879,5.0,10.0,9.9
0.00012,0.0,1,12.876,5.0,10.0,9.8
0.0001,0.0,1,12.873,5.0,10.0,9.8
0.0004,0.003,1,12.871,5.0,10.0,9.8
-0.0653,-0.512,1,12.741,5.0,10.0,9.8
-0.0653,-0.512,1,12.741,5.0,10.0,9.8
-0.17995,-1.447,1,12.434,5.0,9.9364,9.8
-0.19061,-1.535,1,12.414,5.0,9.9201,9.8
-0.19023,-1.534,1,12.4,5.0,9.9098,9.8
-0.19263,-1.555,1,12.384,5.0,9.9002,9.8
-0.19363,-1.564,1,12.376,5.0,9.8869,9.8
-0.19238,-1.555,1,12.364,5.0,9.8785,9.8
-0.18244,-1.474,1,12.375,5.0,9.8696,9.8
-0.18244,-1.474,1,12.375,5.0,9.8606,9.8
-0.1833,-1.484,1,12.344,5.0,9.852,9.8
-0.18303,-1.483,1,12.334,5.0,9.843,9.8
-0.16364,-1.325,1,12.349,5.0,9.8349,9.8
-0.17186,-1.393,1,12.329,5.0,9.8262,9.8
-0.17633,-1.431,1,12.318,5.0,9.8172,9.8
-0.17294,-1.404,1,12.309,5.0,9.8083,9.8
-0.0867,-0.697,1,12.423,5.0,9.8039,9.8
-0.08885,-0.715,1,12.422,5.0,9.7998,9.8
-0.1034,-0.834,1,12.394,5.0,9.7946,9.8
-0.09064,-0.73,1,12.405,5.0,9.7899,9.8
-0.08646,-0.697,1,12.398,5.0,9.785,9.8
-0.10316,-0.833,1,12.38,5.0,9.7796,9.8
-0.0941,-0.759,1,12.385,5.0,9.7745,9.8
-0.0966,-0.78,1,12.377,5.0,9.7692,9.8
-0.09123,-0.737,1,12.378,5.0,9.764,9.8
-0.10505,-0.85,1,12.348,5.0,9.7581,9.8
-0.12161,-0.988,1,12.309,5.0,9.7515,9.8
-0.11411,-0.926,1,12.319,5.0,9.7453,9.8
-0.08025,-0.649,1,12.364,5.0,9.7398,9.8
-0.08978,-0.727,1,12.34,5.0,9.734,9.8
-0.09053,-0.734,1,12.331,5.0,9.7282,9.8
-0.08162,-0.661,1,12.339,5.0,9.7224,9.8
-0.06787,-0.549,1,12.354,5.0,9.7163,9.8
-0.05573,-0.45,1,12.381,5.0,9.711,9.8
-0.06583,-0.532,1,12.357,5.0,9.7058,9.8
-0.04897,-0.395,1,12.383,5.0,9.7001,9.8
-0.04807,-0.388,1,12.379,5.0,9.6956,9.8
-0.04871,-0.393,1,12.375,5.0,9.6911,9.8
-0.03922,-0.316,1,12.392,5.0,9.6864,9.8
-0.03875,-0.312,1,12.389,5.0,9.6815,9.8
-0.03874,-0.312,1,12.385,5.0,9.6765,9.8
-0.03918,-0.316,1,12.385,5.0,9.672,9.8
-0.04911,-0.397,1,12.363,5.0,9.6681,9.8
-0.03909,-0.315,1,12.376,5.0,9.6631,9.8
-0.03954,-0.319,1,12.369,5.0,9.6578,9.8
-0.03937,-0.318,1,12.367,5.0,9.6527,9.8
-0.05,-0.405,1,12.344,5.0,9.6489,9.8
-0.03864,-0.312,1,12.363,5.0,9.6437,9.8
-0.03835,-0.31,1,12.362,5.0,9.6386,9.8
-0.03857,-0.312,1,12.357,5.0,9.6334,9.8
-0.03797,-0.307,1,12.359,5.0,9.6286,9.8
-0.0383,-0.31,1,12.353,5.0,9.6236,9.8
-0.05018,-0.407,1,12.326,5.0,9.6205,9.8
-0.03851,-0.311,1,12.347,5.0,9.6154,9.8
-0.04915,-0.398,1,12.323,5.0,9.6122,9.8
-0.03817,-0.309,1,12.343,5.0,9.6069,9.8
-0.05056,-0.41,1,12.318,5.0,9.604,9.8
-0.03787,-0.307,1,12.335,5.0,9.598,9.8
-0.03873,-0.314,1,12.326,5.0,9.5934,9.8
-0.038,-0.308,1,12.326,5.0,9.5887,9.8
-0.06308,-0.513,1,12.281,5.0,9.5845,9.8
-0.05192,-0.422,1,12.295,5.0,9.5816,9.8
-0.0518,-0.421,1,12.291,5.0,9.5785,9.8
-0.05233,-0.425,1,12.29,5.0,9.5755,9.8
-0.05192,-0.422,1,12.281,5.0,9.572,9.8
-0.0517,-0.421,1,12.28,5.0,9.5685,9.8
-0.05202,-0.423,1,12.282,5.0,9.5653,9.8
-0.05168,-0.421,1,12.272,5.0,9.5615,9.8
-0.06133,-0.5,1,12.251,5.0,9.5585,9.8
-0.06133,-0.5,1,12.251,5.0,9.5554,9.8
-0.06157,-0.502,1,12.245,5.0,9.5523,9.8
-0.06166,-0.503,1,12.243,5.0,9.5491,9.8
-0.06167,-0.503,1,12.238,5.0,9.5458,9.8
-0.06133,-0.501,1,12.234,5.0,9.5423,9.8
-0.06138,-0.501,1,12.23,5.0,9.5387,9.8
-0.06191,-0.506,1,12.224,5.0,9.535,9.8
-0.06129,-0.501,1,12.218,5.0,9.5309,9.8
-0.06143,-0.502,1,12.215,5.0,9.5269,9.8
-0.06152,-0.503,1,12.212,5.0,9.5229,9.8
-0.06083,-0.498,1,12.207,5.0,9.5185,9.8
-0.06073,-0.497,1,12.204,5.0,9.5141,9.8
-0.06043,-0.495,1,12.199,5.0,9.5095,9.8
-0.06046,-0.495,1,12.194,5.0,9.5049,9.8
-0.06069,-0.497,1,12.195,5.0,9.5007,9.8
-0.06052,-0.496,1,12.187,5.0,9.491,9.8
-0.06024,-0.494,1,12.182,5.0,9.4799,9.8
-0.05985,-0.491,1,12.178,5.0,9.4684,9.8
-0.05937,-0.487,1,12.175,5.0,9.457,9.8
-0.0593,-0.487,1,12.172,5.0,9.4467,9.8
-0.05978,-0.491,1,12.167,5.0,9.4377,9.8
-0.05951,-0.489,1,12.162,5.0,9.4287,9.8
-0.05902,-0.485,1,12.158,5.0,9.4198,9.8
-0.05936,-0.488,1,12.156,5.0,9.4124,9.8
-0.05887,-0.484,1,12.148,5.0,9.4042,9.8
-0.05844,-0.481,1,12.148,5.0,9.3968,9.8
-0.05858,-0.482,1,12.143,5.0,9.3998,9.8
-0.05854,-0.482,1,12.141,5.0,9.4012,9.8
-0.05835,-0.48,1,12.137,5.0,9.4021,9.8
-0.05764,-0.475,1,12.132,5.0,9.403,9.8
-0.05848,-0.482,1,12.127,5.0,9.3883,9.8
-0.05762,-0.475,1,12.126,5.0,9.3891,9.8
-0.05771,-0.476,1,12.121,5.0,9.3892,9.8
-0.05702,-0.47,1,12.117,5.0,9.3888,9.8
-0.0572,-0.472,1,12.109,5.0,9.388,9.8
-0.05698,-0.47,1,12.108,5.0,9.3863,9.8
-0.05657,-0.467,1,12.1,5.0,9.3842,9.8
-0.05675,-0.469,1,12.093,5.0,9.3817,9.8
-0.05685,-0.47,1,12.093,5.0,9.3789,9.8
-0.05636,-0.466,1,12.088,5.0,9.3756,9.8
-0.05638,-0.466,1,12.084,5.0,9.3721,9.8
-0.0556,-0.46,1,12.077,5.0,9.3678,9.8
-0.05551,-0.459,1,12.072,5.0,9.3633,9.8
-0.07166,-0.595,1,12.031,5.0,9.3547,9.8
-0.07343,-0.611,1,12.016,5.0,9.3486,9.8
-0.07259,-0.604,1,12.007,5.0,9.3451,9.8
-0.07181,-0.598,1,11.994,5.0,9.3425,9.8
-0.07072,-0.59,1,11.974,5.0,9.3396,9.8
-0.05051,-0.42,1,12.012,5.0,9.3048,9.8
-0.05035,-0.419,1,12.003,5.0,9.2734,9.8
-0.05013,-0.418,1,11.984,5.0,9.2457,9.8
-0.04947,-0.413,1,11.963,5.0,9.2166,9.8
-0.06352,-0.535,1,11.863,5.0,9.2149,9.8
-0.04896,-0.428,1,11.427,5.0,9.0765,9.8
-0.04024,-0.358,1,11.214,5.0,8.7992,9.8
-0.03606,-0.324,1,11.103,5.0,8.4743,9.8
0.0007,0.005,1,11.974,5.0,8.1568,4.3
0.00073,0.006,1,11.969,5.0,8.0482,3.7
0.00052,0.004,1,11.972,5.0,7.9735,3.7
0.0007,0.005,1,11.973,5.0,7.8507,3.7
0.00091,0.007,1,11.979,5.0,7.8174,3.7
0.00068,0.005,1,11.979,5.0,7.7896,3.7
0.00064,0.005,1,11.979,5.0,7.769,3.7
0.00039,0.003,1,11.984,5.0,7.7525,3.8
0.00058,0.004,1,11.986,5.0,7.7378,3.8
0.00018,0.001,1,11.989,5.0,7.7257,3.8
0.00064,0.005,1,11.991,5.0,7.7143,3.8
0.0025,0.02,1,12.042,5.0,7.7125,4.0
0.00532,0.044,1,12.088,5.0,7.7172,4.3
0.0087,0.071,1,12.131,5.0,7.7263,4.6
0.01019,0.083,1,12.164,5.0,7.7394,4.9
0.01273,0.104,1,12.215,5.0,7.7579,5.2
0.01487,0.121,1,12.283,5.0,7.784,5.6
-0.02765,-0.241,1,11.443,5.0,7.6979,5.8
-0.02373,-0.211,1,11.227,5.0,7.5865,5.4
-0.02244,-0.2,1,11.22,5.0,7.492,4.2
-0.02123,-0.189,1,11.187,5.0,7.1262,0.0
-0.02031,-0.181,1,11.192,5.0,7.0741,0.0
-0.01931,-0.172,1,11.166,5.0,7.0206,0.0
-0.01457,-0.128,1,11.317,5.0,6.9709,0.0
-0.02702,-0.245,0,10.999,5.0,6.7133,0.0
-0.01576,-0.14,1,11.222,5.0,6.6804,0.0
-0.01375,-0.122,1,11.213,5.0,6.6384,0.0
-0.01464,-0.131,1,11.176,5.0,6.597,0.0
-0.00073,-0.006,1,12.046,5.0,6.6472,2.4
0.03984,0.319,1,12.478,5.0,6.5704,2.8
0.0448,0.354,1,12.648,5.0,6.5536,3.1
0.25329,1.878,1,13.482,5.0,6.3402,3.1
0.05429,0.428,1,12.656,5.0,6.4095,3.5
0.45391,3.284,1,13.821,5.0,6.3051,3.7
0.0517,0.403,1,12.804,5.0,6.3969,4.0
0.05001,0.393,1,12.713,5.0,6.4742,4.4
0.46225,3.407,1,13.565,5.0,6.4985,4.5
0.30981,2.277,1,13.605,5.0,6.4452,4.8
0.37804,2.795,1,13.525,5.0,6.4391,5.5
0.57284,4.252,1,13.47,5.0,6.5093,6.0
-0.07769,-0.574,1,13.533,5.0,7.1594,6.6
0.27281,2.0,1,13.637,5.0,7.1401,7.6
0.57389,4.211,1,13.625,5.0,7.2045,8.2
0.1687,1.282,1,13.151,5.0,7.2947,8.8
0.19984,1.425,1,14.016,5.0,7.3881,8.8
0.18475,1.392,1,13.264,5.0,7.3971,8.8
0.17631,1.332,1,13.235,5.0,7.4096,8.8
0.1805,1.361,1,13.257,5.0,7.4189,8.8
0.18462,1.389,1,13.287,5.0,7.4287,8.8
0.41406,2.923,1,14.164,5.0,7.5438,9.0
0.28238,1.974,1,14.3,5.0,7.4183,10.0
0.10666,0.806,1,13.232,5.0,7.666,10.0
0.66751,4.7,1,14.2,5.0,8.051,10.0
0.55542,3.892,2,14.27,5.0,8.076,10.0
0.13652,1.019,3,13.386,5.0,8.2173,10.0
0.10234,0.773,3,13.233,5.0,8.322,10.0
0.10994,0.829,3,13.258,5.0,10.0,10.0
0.21062,1.551,3,13.571,5.0,10.0,10.0
0.14438,1.076,3,13.411,5.0,10.0,10.0
0.10363,0.764,3,13.554,5.0,10.0,10.0
0.13676,1.017,3,13.447,5.0,10.0,10.0
0.162,1.195,3,13.551,5.0,10.0,10.0
0.13955,1.03,3,13.539,5.0,10.0,10.0
0.11819,0.872,3,13.548,5.0,10.0,10.0
0.14701,1.068,3,13.763,5.0,10.0,10.0
0.08419,0.622,3,13.518,5.0,10.0,10.0
0.10768,0.796,3,13.517,5.0,10.0,10.0
0.07812,0.576,3,13.544,5.0,10.0,10.0
0.03283,0.242,3,13.525,5.0,10.0,10.0
0.08914,0.649,3,13.733,5.0,10.0,10.0
0.08505,0.628,3,13.534,5.0,10.0,10.0
0.0952,0.69,3,13.79,5.0,10.0,10.0
0.05212,0.376,3,13.847,5.0,10.0,10.0
0.06723,0.501,3,13.396,5.0,10.0,10.0
0.0859,0.626,3,13.7,5.0,10.0,10.0
0.07655,0.564,3,13.557,5.0,10.0,10.0
0.083,0.601,3,13.808,5.0,10.0,10.0
0.07235,0.524,3,13.791,5.0,10.0,10.0
0.06825,0.495,3,13.779,5.0,10.0,10.0
0.06463,0.468,3,13.781,5.0,10.0,10.0
0.06174,0.45,3,13.703,5.0,10.0,10.0
0.05707,0.414,3,13.766,5.0,10.0,10.0
0.05413,0.394,3,13.722,5.0,10.0,10.0
0.05197,0.378,3,13.73,5.0,10.0,10.0
0.04896,0.356,3,13.749,5.0,10.0,10.0
0.05275,0.384,3,13.716,5.0,10.0,10.0
0.04759,0.346,3,13.749,5.0,10.0,10.0
0.04576,0.331,3,13.791,5.0,10.0,10.0
0.04124,0.3,3,13.735,5.0,10.0,10.0
0.03942,0.287,3,13.725,5.0,10.0,10.0
0.03703,0.268,3,13.771,5.0,10.0,10.0
0.04268,0.311,3,13.707,5.0,10.0,10.0
0.04274,0.311,3,13.713,5.0,10.0,10.0
0.04296,0.313,3,13.709,5.0,10.0,10.0
0.04433,0.321,3,13.782,5.0,10.0,10.0
0.03915,0.285,3,13.738,5.0,10.0,10.0
0.03856,0.28,3,13.726,5.0,10.0,10.0
0.01559,0.113,3,13.69,5.0,10.0,10.0
0.03113,0.23,3,13.502,5.0,10.0,10.0
0.02412,0.178,3,13.499,5.0,10.0,10.0
0.01677,0.124,3,13.496,5.0,10.0,10.0
-0.00656,-0.048,3,13.494,5.0,10.0,10.0
0.07949,0.582,3,13.637,5.0,10.0,10.0
0.01072,0.079,3,13.503,5.0,10.0,10.0
0.02573,0.187,3,13.755,5.0,10.0,10.0
0.01182,0.085,3,13.765,5.0,10.0,10.0
0.00457,0.033,3,13.762,5.0,10.0,10.0
-0.00416,-0.03,3,13.788,5.0,10.0,10.0
-0.01076,-0.078,3,13.738,5.0,10.0,10.0
0.00339,0.024,3,13.765,5.0,10.0,10.0
-0.01129,-0.082,3,13.735,5.0,10.0,10.0
0.00561,0.04,3,13.722,5.0,10.0,10.0
-0.01976,-0.143,3,13.76,5.0,10.0,10.0
0.00972,0.07,3,13.727,5.0,10.0,10.0
-0.00883,-0.064,3,13.786,5.0,10.0,10.0
-0.00293,-0.021,3,13.711,5.0,10.0,10.0
0.00226,0.016,3,13.784,5.0,10.0,10.0
0.01563,0.113,3,13.808,5.0,10.0,10.0
0.00117,0.008,3,13.755,5.0,10.0,10.0
-0.005,-0.036,3,13.741,5.0,10.0,10.0
0.02163,0.159,3,13.546,5.0,10.0,10.0
-0.0021,-0.015,3,13.868,5.0,10.0,10.0
0.02658,0.193,3,13.769,5.0,10.0,10.0
-0.00946,-0.069,3,13.643,5.0,10.0,10.0
-0.00256,-0.018,3,13.659,5.0,10.0,10.0
0.00651,0.047,3,13.731,5.0,10.0,10.0
0.00101,0.007,3,13.86,5.0,10.0,10.0
-0.00699,-0.05,3,13.889,5.0,10.0,10.0
0.03067,0.222,3,13.771,5.0,10.0,10.0
-0.01475,-0.108,3,13.643,5.0,10.0,10.0
-0.01943,-0.143,3,13.512,5.0,10.0,10.0
-0.00574,-0.042,3,13.508,5.0,10.0,10.0
-0.01975,-0.146,3,13.524,5.0,10.0,10.0
-0.01353,-0.099,3,13.558,5.0,10.0,10.0
0.0133,0.097,3,13.588,5.0,10.0,10.0
-0.02282,-0.168,3,13.546,5.0,10.0,10.0
0.01014,0.075,3,13.505,5.0,10.0,10.0
-0.00841,-0.062,3,13.507,5.0,10.0,10.0
0.00431,0.031,3,13.5,5.0,10.0,10.0
-0.004,-0.029,3,13.499,5.0,10.0,10.0
0.00876,0.065,3,13.291,5.0,10.0,10.0
0.00724,0.054,3,13.207,5.0,10.0,10.0
0.00686,0.052,1,13.177,5.0,10.0,10.0
0.00564,0.042,1,13.129,5.0,10.0,10.0
0.00685,0.052,1,13.135,5.0,10.0,10.0
0.00521,0.039,1,13.119,5.0,10.0,10.0
0.00264,0.02,1,13.073,5.0,10.0,10.0
0.00422,0.032,1,13.047,5.0,10.0,10.0
0.00413,0.031,1,13.051,5.0,10.0,10.0
0.00265,0.02,1,13.02,5.0,10.0,10.0
-0.03138,-0.243,1,12.895,5.0,10.0,10.0
-0.02091,-0.163,1,12.813,5.0,10.0,9.6
-0.03545,-0.277,1,12.789,5.0,10.0,9.4
-0.00867,-0.067,1,12.867,5.0,10.0,9.6
-0.00892,-0.069,1,12.861,5.0,10.0,9.6
-0.00928,-0.072,1,12.856,5.0,10.0,9.6
0.0003,0.002,1,12.91,5.0,10.0,9.8
0.00016,0.001,1,12.852,5.0,10.0,9.7
0.0002,0.001,1,12.911,5.0,10.0,9.9
-2e-05,0.0,1,12.917,5.0,9.6114,10.0
0.00036,0.002,1,12.918,5.0,9.6657,10.0
0.00029,0.002,1,12.918,5.0,9.7031,10.0
0.00052,0.004,1,12.918,5.0,9.729,10.0
0.00037,0.002,1,12.92,5.0,9.7435,10.0
0.00032,0.002,1,12.916,5.0,9.7494,10.0
0.00055,0.004,1,12.916,5.0,9.7476,10.0
0.00056,0.004,1,12.913,5.0,9.7396,10.0
-0.08203,-0.65,1,12.61,5.0,7.506,10.0
-0.08525,-0.676,1,12.607,5.0,6.948,10.0
-0.07373,-0.583,1,12.628,5.0,8.1168,10.0
-0.07361,-0.582,1,12.63,5.0,7.7995,10.0
-0.0729,-0.577,1,12.626,5.0,7.6339,10.0
-0.07514,-0.595,1,12.619,5.0,7.5363,10.0
-0.07302,-0.578,1,12.618,5.0,7.4924,10.0
-0.07277,-0.576,1,12.614,5.0,7.8168,10.0
-0.08013,-0.636,1,12.587,5.0,7.7211,10.0
-0.08876,-0.705,1,12.573,5.0,7.6407,10.0
-0.08688,-0.69,1,12.578,5.0,7.6045,10.0
-0.0824,-0.655,1,12.581,5.0,7.5918,10.0
-0.08269,-0.657,1,12.578,5.0,7.5844,10.0
-0.08219,-0.653,1,12.573,5.0,7.5802,10.0
-0.08194,-0.652,1,12.567,5.0,7.5772,10.0
-0.0852,-0.678,1,12.557,5.0,7.5745,10.0
-0.09309,-0.742,1,12.54,5.0,7.5706,10.0
-0.09419,-0.751,1,12.534,5.0,7.5676,10.0
-0.09333,-0.744,1,12.531,5.0,7.565,10.0
-0.0856,-0.682,1,12.537,5.0,7.5593,10.0
-0.08565,-0.683,1,12.531,5.0,7.5537,10.0
-0.08634,-0.689,1,12.53,5.0,7.5488,10.0
-0.07583,-0.604,1,12.544,5.0,7.534,10.0
-0.07608,-0.606,1,12.539,5.0,7.5218,10.0
-0.07663,-0.611,1,12.535,5.0,7.512,10.0
-0.07698,-0.614,1,12.53,5.0,7.5038,10.0
-0.07766,-0.62,1,12.521,5.0,7.4736,10.0
-0.07632,-0.609,1,12.521,5.0,7.4412,10.0
-0.07632,-0.609,1,12.521,5.0,7.418,10.0
-0.07568,-0.604,1,12.513,5.0,7.3951,10.0
-0.07532,-0.601,1,12.513,5.0,7.4031,10.0
-0.04541,-0.362,1,12.538,5.0,7.0803,10.0
-0.07626,-0.61,1,12.502,5.0,7.0632,10.0
-0.04644,-0.37,1,12.527,5.0,7.0599,10.0
-0.07391,-0.591,1,12.499,5.0,7.0451,10.0
-0.07357,-0.588,1,12.495,5.0,7.0369,10.0
-0.07333,-0.587,1,12.491,5.0,7.0315,10.0
-0.07332,-0.587,1,12.489,5.0,7.0271,10.0
-0.07219,-0.578,1,12.485,5.0,7.0238,10.0
-0.07051,-0.564,1,12.5,5.0,7.0203,10.0
-0.07208,-0.577,1,12.475,5.0,7.0167,10.0
-0.04547,-0.363,1,12.504,5.0,6.9329,10.0
-0.07056,-0.565,1,12.471,5.0,6.9442,10.0
-0.07459,-0.598,1,12.469,5.0,6.9781,10.0
-0.07,-0.561,1,12.461,5.0,6.9701,10.0
-0.06956,-0.558,1,12.465,5.0,6.9622,10.0
-0.04546,-0.364,1,12.486,5.0,6.7205,10.0
-0.06866,-0.551,1,12.456,5.0,6.7101,10.0
-0.06861,-0.551,1,12.452,5.0,6.704,10.0
-0.06824,-0.548,1,12.448,5.0,6.7011,10.0
-0.06787,-0.545,1,12.444,5.0,6.6978,10.0
-0.06632,-0.532,1,12.443,5.0,6.697,10.0
-0.06637,-0.533,1,12.44,5.0,6.6952,10.0
-0.06611,-0.531,1,12.439,5.0,6.6928,10.0
-0.06569,-0.528,1,12.436,5.0,6.6899,10.0
-0.06463,-0.519,1,12.435,5.0,6.6863,10.0
-0.06532,-0.525,1,12.43,5.0,6.6827,10.0
-0.06407,-0.515,1,12.429,5.0,6.678,10.0
-0.06167,-0.496,1,12.43,5.0,6.6701,10.0
-0.05996,-0.482,1,12.427,5.0,6.6593,10.0
-0.05783,-0.465,1,12.425,5.0,6.6443,10.0
-0.0613,-0.493,1,12.425,5.0,6.6388,10.0
-0.05537,-0.445,1,12.428,5.0,6.6189,10.0
-0.05472,-0.44,1,12.428,5.0,6.6,10.0
-0.05366,-0.431,1,12.425,5.0,6.5815,10.0
-0.05211,-0.419,1,12.425,5.0,6.5601,10.0
-0.05108,-0.411,1,12.424,5.0,6.5379,10.0
-0.04488,-0.36,1,12.436,5.0,6.4866,10.0
-0.04424,-0.355,1,12.433,5.0,6.3022,10.0
